Chromophore,Solvent,Emission max (nm)
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CC(=O)O,512.27
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CN(C)C=O,513.903
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1,CS(C)=O,516.535
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CC(=O)O,507.708
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CN(C)C=O,508.715
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1,CS(C)=O,511.448
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CC(=O)O,497.453
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CN(C)C=O,501.119
CCN(CC)c1ccc(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])c(NC(C)=O)c1,CS(C)=O,495.211
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CC(=O)O,476.892
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CN(C)C=O,481.424
CCN(CC)c1ccc(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])c(NC(C)=O)c1,CS(C)=O,473.529
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CC(=O)O,473.298
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CN(C)C=O,481.4
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2cc3c(=O)[nH][nH]c(=O)c3cc2[N+](=O)[O-])cc1OC,CS(C)=O,470.533
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1OC,CC(=O)O,478.039
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1OC,CN(C)C=O,483.967
CCN(CC)c1cc(NC(C)=O)c(/N=N/c2ccc3c(=O)[nH][nH]c(=O)c3c2[N+](=O)[O-])cc1OC,CS(C)=O,474.245
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CC#N,442.1
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,CCO,441.253
Oc1ccccc1/C=N/N=C/c1ccccc1O,O=C(O)C(F)(F)F,579.271
COc1ccc2c(c1)-c1nc(-c3ccccc3)c3ccccc3[n+]1[B-](F)(F)O2,Cc1ccccc1,526.694
COc1ccc2c(c1)-c1nc(-c3ccccc3)c3cc(Cl)ccc3[n+]1[B-](F)(F)O2,Cc1ccccc1,522.195
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=CC(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)(Cl)Cl,527.049
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=C(F)C(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)(Cl)Cl,531.39
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=C(Cl)C(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)(Cl)Cl,524.856
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=C(Br)C(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)(Cl)Cl,523.851
CC(=O)OC[C@H]1O[C@@H]([C@@H]2C=C(I)C(=S)NC2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,ClC(Cl)(Cl)Cl,526.63
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC#N,424.749
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC(C)CC(C)(C)C,426.241
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC1CCCCC1,423.652
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CO,425.97
COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CC(C)O,425.559
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCC,384.715
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCC,382.784
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCC,381.251
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCC,381.251
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCCCCCCCC,380.858
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCO,386.373
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCO,386.501
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCO,385.666
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCO,384.089
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCO,382.108
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCO,382.108
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCO,382.4
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCO,382.4
CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CCCCCCCCCCO,382.292
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCC,391.19
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCC,390.532
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCC,390.168
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCC,390.684
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCC,390.684
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCC,390.514
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCCCC,390.514
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCCCCC,390.514
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCCCCCCC,390.514
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCCCCCCCC,390.514
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCO,390.686
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCO,391.014
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCO,391.408
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCO,390.733
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCO,390.325
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCO,390.325
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCO,390.687
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCO,390.687
CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CCCCCCCCCCO,390.841
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCC,406.151
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCC,405.544
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCC,405.262
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCC,405.494
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCC,405.494
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCC,405.974
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCCCC,405.974
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCCCCC,405.974
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCCCCCCC,405.974
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCCCCCCCC,405.974
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCO,405.014
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCO,405.647
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCO,405.612
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCO,404.995
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCO,404.847
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCO,404.847
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCO,404.955
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCO,404.955
CCC1(CC)c2cc(-c3ccc(C(C)(C)C)cc3)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(-c5ccc6c(c5)C(CC)(CC)c5cc(-c7ccc(C(C)(C)C)cc7)ccc5-6)ccc3-4)cc21,CCCCCCCCCCO,405.02
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,515.929
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,516.497
Nc1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,585.599
Nc1ccc2c(c1)C(=O)c1ccccc1-2,CCO,594.431
CNc1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,586.212
CNc1ccc2c(c1)C(=O)c1ccccc1-2,CCO,595.643
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,CC#N,597.954
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,CCO,612.877
O=C(NCc1cc(=O)oc2cc(O)c(Br)cc12)c1cccnc1,CO,476.749
O=C(NCc1cc(=O)oc2cc(O)c(Br)cc12)c1cccnc1,CC#N,471.234
O=C(NCc1cc(=O)oc2cc(O)c(Br)cc12)c1cccnc1,CS(C)=O,472.964
O=C(NCc1cc(=O)oc2cc(O)c(Br)cc12)c1cccnc1,O,477.938
O=C(NCc1cc(=O)oc2cc([O-])c(Br)cc12)c1cccnc1,O,487.209
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1c2ccccc2c(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c2ccccc12,ClC(Cl)Cl,481.14
C(#Cc1ccccc1)C(C#Cc1ccccc1)=c1c2ccccc2c(=C(C#Cc2ccccc2)C#Cc2ccccc2)c2ccccc12,ClC(Cl)Cl,469.263
CCCCN1C(=S)c2cccc3c(OC)ccc(c23)C1=S,Cc1ccccc1,460.649
CCCCN1C(=S)c2cccc3c(N(C)C)ccc(c23)C1=S,Cc1ccccc1,478.198
CCCCN1C(=O)c2cccc3cccc(c23)C1=O,CC#N,428.091
CCCCN1C(=O)c2cccc3c(OC)ccc(c23)C1=O,CC#N,453.254
CCCCN1C(=O)c2cccc3c(N(C)C)ccc(c23)C1=O,CC#N,508.018
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,CC#N,474.698
CCCCN1C(=S)c2cccc3c(OC)ccc(c23)C1=S,CC#N,467.207
CCCCN1C(=S)c2cccc3c(N(C)C)ccc(c23)C1=S,CC#N,503.493
CCCCN1C(=O)c2cccc3cccc(c23)C1=O,CS(C)=O,429.072
CCCCN1C(=O)c2cccc3c(OC)ccc(c23)C1=O,CS(C)=O,451.698
CCCCN1C(=O)c2cccc3c(N(C)C)ccc(c23)C1=O,CS(C)=O,511.496
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,CS(C)=O,478.18
CCCCN1C(=S)c2cccc3c(OC)ccc(c23)C1=S,CS(C)=O,465.031
CCCCN1C(=S)c2cccc3c(N(C)C)ccc(c23)C1=S,CS(C)=O,502.616
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cn4)cc3)cc2)nc1,O,661.311
C[n+]1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4c[n+](C)ccn4)cc3)cc2)c1,O,560.11
c1ccn(-c2ccc(-c3cc(-c4ccc(-n5cccc5)cc4)cc(-c4ccc(-n5cccc5)cc4)c3)cc2)c1,ClCCl,411.026
CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOCC,457.823
COc1c(-c2ccc(N(C)C)cc2)oc2ccccc2c1=O,CCOCC,479.228
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOCC,466.938
COc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,C1CCCCC1,455.241
Cc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,C1CCCCC1,440.636
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,C1CCCCC1,399.614
COc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,475.097
Cc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,455.994
N#C/C(=C\c1ccccc1)c1nc2ccccc2s1,CO,456.001
c1cc(N2CCCC2)ccn1,CCCCCCC,333.389
c1cc(N2CCCC2)ccn1,CC#N,343.999
c1cc(N2CCCC2)ccn1,CN(C)C=O,344.767
c1cc(N2CCCC2)ccn1,O,345.063
c1ccncc1,CC1CCCCC1,317.642
c1ccncc1,ClC(Cl)Cl,317.944
c1ccncc1,O,322.08
CCCN1c2ccccc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,556.782
CCCN1c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,647.358
CCCN1c2ccccc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,592.321
CCCN1c2ccc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,650.857
O=[N+]([O-])c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,CCOC(C)=O,508.189
N#Cc1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,CCOC(C)=O,507.813
FC(F)(F)c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,CCOC(C)=O,512.747
COC(=O)c1ccc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc1,CCOC(C)=O,502.637
O=[N+]([O-])c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc([N+](=O)[O-])c1,CCOC(C)=O,513.094
FC(F)(F)c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc(C(F)(F)F)c1,CCOC(C)=O,519.99
COC(=O)c1cc(/N=N/c2cc3c4c(c2)CCCN4CCC3)cc(C(=O)OC)c1,CCOC(C)=O,522.031
CCN1CCN(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,CCOC(C)=O,517.749
CCN1CCN(c2ccc(/N=N/c3ccc(C#N)cc3)cc2)CC1,CCOC(C)=O,495.588
CCN1CCN(c2ccc(/N=N/c3ccc(C(F)(F)F)cc3)cc2)CC1,CCOC(C)=O,469.496
CCN1CCN(c2ccc(/N=N/c3ccc(C(=O)OC)cc3)cc2)CC1,CCOC(C)=O,466.453
CCN1CCN(c2ccc(/N=N/c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc2)CC1,CCOC(C)=O,505.413
CCN1CCN(c2ccc(/N=N/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)CC1,CCOC(C)=O,467.106
CCN1CCN(c2ccc(/N=N/c3cc(C(=O)OC)cc(C(=O)OC)c3)cc2)CC1,CCOC(C)=O,460.371
COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,CS(C)=O,412.806
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CS(C)=O,434.585
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC#N,428.934
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CN(C)C=O,431.13
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CO,429.919
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,ClCCl,424.977
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,C1CCOC1,423.061
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,CC(=O)O,437.242
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,ClC(Cl)Cl,422.473
CC(=O)c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,Cc1ccccc1,411.338
O=C1O/C(=C\c2ccccc2)c2ccccc21,CC#N,431.569
COc1ccc2nc(N)sc2c1,CC#N,425.989
COc1ccc2nc(N)sc2c1,ClCCl,404.649
Nc1nc2ccc([N+](=O)[O-])cc2s1,CC#N,427.973
Nc1nc2ccc([N+](=O)[O-])cc2s1,ClCCl,413.009
Nc1nc2ccc(Br)cc2s1,CC#N,421.209
Nc1nc2ccc(Br)cc2s1,ClCCl,396.611
CCOC(=O)c1ccc2nc(N)sc2c1,CC#N,417.852
CCOC(=O)c1ccc2nc(N)sc2c1,ClCCl,399.443
N#Cc1ccc(N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,CO,447.527
N#Cc1ccc(N/N=C/c2cc(Cl)ccc2O)cc1,CO,452.087
N#Cc1ccc(N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,N#Cc1ccc(N/N=C/c2cc([N+](=O)[O-])ccc2O)cc1,440.192
