Chromophore,Solvent,Quantum yield
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,CC(C)O,0.249
CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,Cc1ccccc1,0.192
CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,0.368
COc1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,0.255
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccccc3)n2)cc1,CC(C)=O,0.354
C(=C/c1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)n1)\c1ccccc1,CC(C)=O,0.479
c1ccc(N(c2ccccc2)c2ccc(-c3ncnc4ccccc34)cc2)cc1,CS(C)=O,0.495
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CS(C)=O,0.339
CCCCN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)NC(=O)C2=C1c1ccc(-c2ccc3c(c2)C(C)(C)c2ccccc2-3)cc1,ClCCl,0.498
CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc([N+](=O)[O-])cc3)c(C#Cc3ccc([N+](=O)[O-])cc3)cc2C#Cc2ccc(N(CCCC)CCCC)cc2)cc1,ClCCl,0.063
Clc1ccc(N2c3sc4ccccc4c3Sc3sc4ccccc4c32)cc1,ClCCl,0.244
Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,CC(C)=O,0.125
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CCO,0.128
C=CCOC(=O)C(C#N)=C1C=C(/C=C/c2ccc(N(C)C)cc2)OC(/C=C/c2ccc(N(C)C)cc2)=C1,C1COCCO1,0.258
Clc1nnc(Oc2ccc(N(c3ccccc3)c3ccccc3)cc2)nn1,ClCCl,0.374
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CCOC(C)=O,0.198
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CCO,0.184
F[B-]1(F)n2cccc2C(c2c3ccccc3c(-c3ccccc3)c3ccccc23)=C2C=CC=[N+]21,CCCCCC,0.297
Cc1ccccc1N1c2sc3ccccc3c2Sc2sc3ccccc3c21,ClCCl,0.24
COc1ccc2cc(/C=C/c3nc(/C=C/c4ccc(N(C)C)cc4)cc(/C=C/c4ccc(N(C)C)cc4)n3)ccc2c1,CC(C)=O,0.342
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,CC(C)=O,0.321
CCOC(=O)CCCCCn1c2ccc(C)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(C)ccc1n3CCCCCC(=O)OCC,CO,0.445
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CN(C)C=O,0.14
c1ccc(N(c2ccccc2)c2ccc(-c3nc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc4n3)cc2)cc1,CC#N,0.431
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,ClCCl,0.147
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CN(C)C=O,0.198
CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CN(C)C=O,0.506
Clc1ccc(C2=C(c3ccc(Cl)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Clc1ccc(C2=C(c3ccc(Cl)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,0.324
Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,Brc1ccc(C2=C(c3ccc(Br)cc3)c3cccc4c3c(cc3nc5ccccc5nc34)O2)cc1,0.293
CC1(C)CC(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)=CC(=C(C#N)C#N)C1,CCOC(C)=O,0.223
CCOC(=O)CCCCCn1c2ccc(F)cc2c(=O)c2cc3c(cc21)c(=O)c1cc(F)ccc1n3CCCCCC(=O)OCC,CO,0.457
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,0.606
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CO,0.104
CN(C)c1cccc2c1C(=O)c1ccccc1C2=O,C1CCCCC1,0.105
CN(C)c1cccc2c1C(=O)c1ccccc1C2=O,CCC(C)CC,0.119
CC1(C)c2cccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c2Oc2c(N3c4ccccc4Sc4ccccc43)cccc21,CC1(C)c2cccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c2Oc2c(N3c4ccccc4Sc4ccccc43)cccc21,0.272
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CN(C)C=O,0.483
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CN(C)C=O,0.589
Oc1ccc(-c2cccs2)cc1-c1nc2ccccc2s1,O,0.062
c1ccc2c(C3=C(c4cccc5ccccc45)c4cccc5c4c(cc4nc6ccccc6nc45)O3)cccc2c1,c1ccc2c(C3=C(c4cccc5ccccc45)c4cccc5c4c(cc4nc6ccccc6nc45)O3)cccc2c1,0.317
CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,CC1=C(c2ccccc2)Oc2cc3nc4ccccc4nc3c3cccc1c23,0.363
c1ccc(-c2nc3c(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3nc2-c2ccccc2)cc1,C1CCOC1,0.466
FC(F)(F)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CC(C)=O,0.38
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CN(C)P(=O)(N(C)C)N(C)C,0.174
CCC1(CC)c2cc(C#Cc3cc(C#Cc4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)cc(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)c6ccc3c4c65)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,0.431
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2N=C1c1ccccc1,CC#N,0.357
CCCCCCn1c(=O)c2c3sc4ccccc4sc3c3c(=O)n(CCCCCC)c(=O)c3c2c1=O,ClCCl,0.326
CCN(CC)c1ccc(-c2nc3c(nc2-c2ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc2)c2ccccc2n3C)cc1,CS(C)=O,0.282
CCCCCCOc1cc(C=C(C#N)C#N)c(OCCCCCC)cc1C=C(C#N)C#N,CCCCCCOc1cc(C=C(C#N)C#N)c(OCCCCCC)cc1C=C(C#N)C#N,0.254
COc1cc(/C=C/c2cc[n+](Cc3ccc(Br)cc3)cc2)ccc1O,CS(C)=O,0.17
CCN(CC)c1ccc(/C=N/c2cc3nc4ccccc4nc3cc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,ClCCl,0.25
c1ccc(N(c2ccccc2)c2ccc(-c3nc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc4n3)cc2)cc1,CS(C)=O,0.431
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCOC(C)=O,0.481
CN(C)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c4c(cccc24)CC3)cc1,ClC(Cl)Cl,0.157
CN(C)c1ccc2cc(C(/C=C/c3cn(C)c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1COCCO1,0.275
CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,ClCCl,0.168
CN(C)c1ccc(-c2cccc3nsnc23)cc1,CN(C)c1ccc(-c2cccc3nsnc23)cc1,0.421
CCCCC1(c2ccccc2)Nc2c(-c3ccc(OC)cc3)ccc(-c3ccc(OC)cc3)c2N=C1c1ccccc1,CN(C)C=O,0.367
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)C)cc3)ccc(-c3ccc(N(C)C)cc3)c2N=C1c1ccccc1,C1CCOC1,0.317
CC(C)(C)c1ccc(-c2nnc(-c3c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)o2)cc1,Cc1ccccc1,0.356
CC(C)(C)c1ccc(-c2nnc(-c3c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-c4nnc(-c5ccc(C(C)(C)C)cc5)o4)c(-n4c5ccccc5c5ccccc54)c3-n3c4ccccc4c4ccccc43)o2)cc1,Cc1ccccc1,0.356
CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,C1CCOC1,0.221
CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCO,0.182
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CCCCOCCCC,0.492
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,CC(C)OC(C)C,0.476
CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,CC#N,0.27
CN(C)c1ccc(C#Cc2nc(-c3ccccc3)nc3ccccc23)cc1,CC#N,0.314
CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,O,0.185
CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,C1CCOC1,0.174
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)cc2)cc1,CN(C)C=O,0.465
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,CS(C)=O,0.615
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,CCOC(C)=O,0.253
CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CC(C)O,0.119
COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CC(C)=O,0.33
Oc1ccc2ccccc2c1/C=N/c1ccccc1/N=C/c1c(O)ccc2ccccc12,Oc1ccc2ccccc2c1/C=N/c1ccccc1/N=C/c1c(O)ccc2ccccc12,0.302
CN(C)c1ccc(-c2nc(-c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,CC#N,0.357
CCOC(=O)c1ccc2nc(/N=N/c3ccc(N(CC)CC)cc3)sc2c1,ClCCl,0.589
CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,0.248
CC1(C)CC(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)=CC(=C(C#N)C#N)C1,C1CCOC1,0.155
CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,0.354
COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CC(C)=O,0.345
O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,ClC(Cl)Cl,0.312
C(=C/c1ncnc2ccccc12)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,0.399
CN(C)c1ccc(/C=C/c2ncnc3ccccc23)cc1,CC#N,0.076
C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1ccc2ccc3cccc4ccc1c2c34,ClC(Cl)Cl,0.264
COc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,ClCCl,0.375
CCN(CC)c1ccc(/C=N/c2ccccc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,CN(C)C=O,0.18
CN(C)c1ccc(C#Cc2ncnc3ccccc23)cc1,CC#N,0.28
CN(C)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c4c(cccc24)CC3)cc1,CCOC(C)=O,0.125
CC(C)CCCCN1CCc2c1ccc1c3c(ccc21)CCCC3=O,Clc1ccccc1,0.44
CCN(CC)c1ccc(C(=C(c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,CCN(CC)c1ccc(C(=C(c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,0.279
CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,ClCCl,0.181
N#C/C(=C\c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,N#C/C(=C\c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1)c1ccc(/C(C#N)=C/c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)cc1,0.474
C[n+]1ccc(/C=C/c2ccc([O-])cc2)cc1,OCCO,0.116
Cc1ccc2nc3cc4c5c(cccc5c3nc2c1)C(c1ccccc1)=C(c1ccccc1)O4,Cc1ccc2nc3cc4c5c(cccc5c3nc2c1)C(c1ccccc1)=C(c1ccccc1)O4,0.367
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)c4ccccc4)cc3)ccc(-c3ccc(N(C)c4ccccc4)cc3)c2N=C1c1ccccc1,Cc1ccccc1,0.226
CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CC#N,0.248
CN(C)c1ccc(/C=C/c2ccc(-c3ccc(/C=C/c4ccc(N(C)C)cc4)s3)s2)cc1,CC#N,0.164
COc1ccc2nc(/N=N/c3ccc(N(C)C)cc3)sc2c1,CC#N,0.327
CCN(CC)c1ccc(/N=N/c2nc3ccc(OC)cc3s2)cc1,ClCCl,0.576
O=C(O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,O=C(O)c1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,0.423
Clc1ccccc1N1c2c(sc3ccccc23)Sc2sc3ccccc3c21,ClCCl,0.166
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c4cccc5c(N(c6ccc(C)cc6)c6ccc(C)cc6)ccc(c6cccc2c63)c54)cc1,CC#N,0.421
COc1ccc(N(c2ccc(OC)cc2)c2ccc3c4cccc5c(N(c6ccc(OC)cc6)c6ccc(OC)cc6)ccc(c6cccc2c63)c54)cc1,Cc1ccccc1,0.502
CN(C)c1ccc(-c2nc(-c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,CS(C)=O,0.363
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,C1CCOC1,0.239
CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CCO,0.119
CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CCCO,0.122
CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CCCCO,0.119
CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,C1COCCO1,0.398
O=C1c2ccccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,C1CCOC1,0.33
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CS(C)=O,0.105
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CC#N,0.116
CN(C)c1ccc2cc(C(/C=C/c3c[nH]c4ccccc34)=C(C#N)C#N)c(=O)oc2c1,C1CCOC1,0.205
CCN(CC)c1ccc(C(=C(c2ccccc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,CCN(CC)c1ccc(C(=C(c2ccccc2)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(CC)CC)cc2)cc1,0.291
CCCCC(CC)Cn1c2ccc(C(=C(C#N)C#N)c3ccccc3)cc2c2c(-c3ccc(Br)cc3)c3c(c(-c4ccc(Br)cc4)c21)c1cc(C(=C(C#N)C#N)c2ccccc2)ccc1n3CC(CC)CCCC,CCO,0.311
C[n+]1ccc(/C=C/c2ccc([O-])cc2)cc1,CO,0.075
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,CC#N,0.238
CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,CC#N,0.225
CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,CS(C)=O,0.344
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)c4ccccc34)=C2c2ccccc2)c2ccccc12,ClC(Cl)(Cl)Cl,0.336
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CC#N,0.483
CN(C)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c4c(cccc24)CC3)cc1,C1CCOC1,0.117
N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,Cc1ccccc1,0.261
C[n+]1ccc(/C=C/c2ccc([O-])cc2)cc1,NC=O,0.132
CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,Cc1ccccc1,0.383
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,CC#N,0.503
CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,CCCCCC,0.426
CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,CCCCCC,0.426
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C=C(C#N)C#N,ClCCl,0.27
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,C1COCCO1,0.397
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCOC(C)=O,0.39
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCO,0.504
CCN(CC)c1ccc(/N=N/c2nc3ccc(Br)cc3s2)cc1,ClCCl,0.489
CCN1c2ccc(/C=C(\C#N)c3ccccc3)cc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,CC(C)=O,0.166
CC1(C)CC(/C=C/c2cn(-c3ccccc3)nc2-c2ccccc2)=CC(=C(C#N)C#N)C1,CS(C)=O,0.186
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2N=C1c1ccccc1,CN(C)C=O,0.313
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,C1CCOC1,0.553
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)Oc3c(ccc4c5c(ccc34)C=[N+](c3ccccc3)[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)O5)C=[N+]2c2ccccc2)c(F)c1F,CC(C)=O,0.539
CCC[n+]1ccc(/C=C/c2ccc(N(C)C)cc2)cc1,CO,0.094
O=S(=O)(c1cccc(N2c3ccccc3Sc3ccccc32)c1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,ClC(Cl)Cl,0.259
C(=C/c1ncc2ccccc2n1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CC#N,0.351
C(=C/c1ncnc2ccccc12)\c1ccc(N2CCCCC2)cc1,CC#N,0.133
CCN1c2ccccc2Sc2cc(/C=C(\C#N)c3ccccc3)ccc21,ClCCl,0.198
CCC1=C(CC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,CCC1=C(CC)c2cccc3c2c(cc2nc4ccccc4nc23)O1,0.44
CN(C)c1ccc2c(-c3ccc(Br)cc3)c3ccc(=[N+](C)C)cc-3oc2c1,CCO,0.397
CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,ClC(Cl)Cl,0.343
CN(C)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(C)C)cc5)cc4)c3)cc2)cc1,C1COCCO1,0.416
CCC1=C(C)C2=C(/C=C/Sc3ccccc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,0.193
CCCCCCCCCCn1cc(C2=C(c3cn(CCCCCCCCCC)c4ccccc34)C(=O)N(C)C2=O)c2ccccc21,Cc1ccccc1,0.473
CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)c3ccccc3n2)cc1,CS(C)=O,0.336
N#CC(C#N)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,Cc1ccccc1,0.233
CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,CCO,0.046
CCN(CC)c1ccc(/N=N/c2nc3ccc(Br)cc3s2)cc1,CC#N,0.417
CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,CC#N,0.168
c1ccc(C2=C(c3ccccc3)c3cccc4c5c(cc(c34)O2)=NC2CCCCC2N=5)cc1,c1ccc(C2=C(c3ccccc3)c3cccc4c5c(cc(c34)O2)=NC2CCCCC2N=5)cc1,0.366
CCCCC1(c2ccccc2)Nc2c(-c3ccc(N(C)c4ccccc4)cc3)ccc(-c3ccc(N(C)c4ccccc4)cc3)c2N=C1c1ccccc1,C1CCOC1,0.281
COc1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)cc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,CC#N,0.251
N#Cc1nc2c(nc1C#N)C1c3ccc(N(c4ccccc4)c4ccccc4)cc3C2c2ccc(N(c3ccccc3)c3ccccc3)cc21,N#Cc1nc2c(nc1C#N)C1c3ccc(N(c4ccccc4)c4ccccc4)cc3C2c2ccc(N(c3ccccc3)c3ccccc3)cc21,0.365
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3sc21,CN(C)C=O,0.172
Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCC#N,0.408
CCCN1C(=O)C(=CC=CC=C2Oc3ccccc3N2CCCS(=O)(=O)[O-])C(=O)N(CCC)C1=S,CCCO,0.215
CCCCn1c2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2c2cc(Cn3c(-c4ccc5c(c4)c4ccccc4n5CCCC)nc4ccccc43)ccc21,CN(C)C=O,0.167
